ASV,Kingdom,Phylum,Class,Order,Family,Genus
0af94cb47c8707f3bd499139d5eda62e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
280d2ffbcfefe19b85be58a240b8cb3c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
b83c782c752c6e8689af51d9a320db26,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
5ce8f132c298d4f6652f673ce83e3fc4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
362898a838c1fcdf2a8088e5ce8ddab5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
070fecd465d652cdc4c193f6b18fcdb0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
38801be93611431adb93f4a952e9f92d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
59c175cd707e3cd922006b4d10d758cf,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
598f7a6270c2bff22ac0c86e9ea3745c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
67a086e7b4f3d8ced5d92dda496de255,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9a8dba9896e1bd7530e60b1bedfd2bb3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
859586cc46a57288401460c4e0b5b510,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
3c0995ad18046c6094f53221275cee54,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c4e52b6d16e82da2a578c1398efb8319,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
2f322d09c34ef2abd854d47f8f10e10f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
de20b0e45cd2c21046ad8e594f9d72de,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
55253c1753ae48f3339ea2cfe6c195cc,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
fb02c8ef0daca8ac798bb532801eb3c9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7425b222f8ddd5d06b18e4689ff2e5cc,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
f07a205768f5e4baaf8f36cfc8346263,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
386c0f39df00d2a44a6a8065ab5e1b28,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
139361f255d4a5a41e4e38affa17fd3e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c782127809912debcf6d18b16e2985e9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d5484c3257822d86ca3a82cf0ee5ef3a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
03ac2588d6b62db8787a0e6a851dade1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
28b55d8598bd177ea32a8c02c2ba20d7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
b7b7528419911d8d0cea7720fd397a97,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
3d7484890cbc11e6793edfe074b6a078,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9add678384daabb81dc6cbb8b956ed75,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
f56cf5dc30cb0d5b280801582568c2cb,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c43082b0ec1624e9adb3e13e6e704f80,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ae14eabde47c8a42a304b9f956115dd4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
86042dc05465382cd2ce23799396929e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9d78e187764ec023df9648ef2d744b8e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
686957ddf02e24bb0bc0d9f36972ead5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
67bd7b5e26f63f36e2da84435902f6b9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9dcb95c1676da8060fb7ddbc2f922b2a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
968f7490f270a8c50a1a91fd97f0d6bb,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
0a24049594ef13971da6c5ec46aa716b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
86a10ec62133df3fc230f88c515c0b6b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
631795a54830a153f96b9e503cd72dc3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
922e1426e06ae020272cfb861ace2f11,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d869d3b3c30380a6248e4a4988f9d35a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
335053eedb3e04ff0ace2eb6f14e055f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
dd7e7bf59da6fbe78f495af152d33aa6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
2307f2c5949b76724c26d2feff635581,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
17cbeb56175c282a0af1dcf342ff3f66,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
3151089b9ef26217c2f810a9e0b90936,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
cba4405f6b29bf30079d59b3d3782687,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ea429e77840a43260d1624f445d4121c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
6089531b24710231a0d25415a8f4c595,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9ed567eddddb1f24e2d22a3887e6cb41,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
74f1fbeae49df502dd4dbd61a1b1daee,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1e673368929f62361019e50050139647,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
22cb614625fc467a5008506276c08272,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
47045020b32091da01d5c3373914be1c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
25a1c6913b8fa225cfca3ae2b35337a6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
21d5acf8a6874592ae381b845e6d70a3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
078ab962bae81260ee9257bd04884a85,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7a91f86edfe29fe3ad27c113ebc03397,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
b3db421faddc18f4efbe8fe9ba8d5ff2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9d756f0efcc8b999ef85a626643d1279,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
224f2fdfb8db0ffc9b61349c32c2c12f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
25e281befba16805b01d167974bd4465,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
fdf0f1650f9a6dfdc43bbe59b000c710,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
438d707320c7cd5898f84a08bb12c5f9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
b2896ccbfb8f98840a9bb9a40942d835,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7f68f70c5468ddee03181b0004bceaca,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
fc6f7e80ba2b9c7f133240cb12abc49d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7ab3fee63bc17762c8c63c8c0aaaae33,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
0a1293e0ed756d81ce4a26e7568f8fed,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
905ed864ac9c34e766a05e6693b35d2e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7726aeb4a2ad0e7ddd20f0e2410f07b8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9c6155ffae6182c2d9e43d8c20fd657e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
01ca0c7eb09faf91cbaedbc788e6f490,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
6b89def259c2393e4c2609894cf69282,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d5ef149d6c1284a79b5aa16a923aeb6a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
bcccd3a4e0309daa94a73392d4dc09a8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
035302568676a1cdc44bf80983a54117,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
92d48a678944ddf5e9b430318fc5d9db,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
3bd1a92432a12da937a18eff88a5a836,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9ac479437a4e26eafcfd6f5b4f04a491,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
317cb1b72e426be60914978a40932372,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
07dd09e1dbfc06027f7c65f58b8c70ef,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
2bd2852d5fecbc2d4e7ae55937124406,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
f5aa11f773dc5039e7f79e397cc9c5be,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
cf83f9c3283fa9080e2b68de6fa12e70,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7c72908318e72cc5d627f141ad6de0a5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
fb49cc9460a51c481a18177da56586da,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
52bec723d2d379ab61e6e39414487eda,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1cf328998ed28cca29f33eb491fff726,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
a2127aa9c0903af9234f30aae8301683,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7478c71bb9609c3f381ec50976ca71ff,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1ad9badab8273d8d9871e695756499ce,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
40b31ecfa91d0195f667a0ed835a69a5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
b7534aea546863dfac64248fe5acda41,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
159a645eecf4d586ffe4f8345f2017c0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
eeebe48430a0e68a6949e92e2f5e79c1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1e05b88a18c8afe9dcade39f8c77dd92,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
245b53bdb77a238eeba15374455c6a26,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
558524e93f7c63a4c3ef2397aeaf127c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
6f79a3c9c65ea3479c5dc3ccaf396580,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d2533e29c213de5e00aacb9c6b370475,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
06293dc434feca085afd0fa4b882cab9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
dee01f1df4add6b47ed311cb35be4d5b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
030d657aae252792aa8a8f4a5b9ca776,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
66ecc6541d112d4996503adcc16233da,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
3d0da3352b6c4ce9a428501f0d27925c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
76458327760a5a7af2de1e0f8a7b6b73,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
99d8138cc247d7c8536c6707ff8eaa63,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
55edffa80b9a947d5ff2a8cb0de7dca2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
74fc054fdefce44e0bd3c038fa33be08,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
5e496609e04eab8fbfe8528b2fb9fd8d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
5b1363ebc03a7ffdea2b40613cbd5ecd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
4911782f011c9e8cc9b16cc32f797a22,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
09c4bb4160114a1d275aa9fcc11b0509,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
29e1eb231c0c7743db7cc50395224e6e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
97995cf0cad7f1650d57bd611120f3e5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
aab5c158bc31128454af9c5f1c632a49,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
920a996075b1faa7328d9ddc4cbe0548,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
18785b656a441d5fa19c5afb4cca3721,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1cdf08a9c78e2cd46e49817e0a1c86ea,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
95d1d7eb3f4d5208cc0c06af8e9413b5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
e9972568909e781eb61ecd4cbaae168a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
3499898e2bfe55314cac74efa4022427,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c5769604977809ae939753ce836b2445,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c1ab80d177ea80a2dbc540e077c19e81,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,g_Bacteroidales_unclassified
c9886a922ed953b387aca5ae15785118,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1e850c28fd695caa74b33ef07ebe9fe1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
28ebdf3517070632a5768a72c8c71a01,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d7a42b0a50dace5ee6fa1d11a7c1fade,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c8bd4cc8c1f39bc06617b7fadf59286b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
e1c1d2694cc6b6ee9f1a8e3f65f59f06,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
56f4d1698b5f87ec3d56ddfdaed1e18f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
f7a2507ab48ac8824ca4a4bc09898f48,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1058f98b0bd3b0c6cf7039f2380dfb90,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
f407cc07f322301031aa55da154fe61a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
40d38dd5112a6507a6f123f08f874010,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
17cc3df8900f8a842ba4c82ced2ffb18,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d89cf7293d57a1befbe700f7614568bb,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
305342fd0684bf946b0f4154c0d5b42a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ade66c3e414c1368c844079c316aca93,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1b64b28175b75ed25e7435b7e23c69d2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
b5aec0f5559ba136973d097ddb23c806,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
6bbe70fdf4f5adbf2bf8b33276b379a3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
474b75cc337e5596a63ef9f1261fe4ee,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
5a3f9abee454c97aa00eedc49fe9a353,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
fa0e84f53fb03ae97f064f0a2081b43d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d8821cce2917d4c68c3ed7f2a8fee7e7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7d61fb6aaa6a7e65b02b73f12c132dfe,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
02cb5f1676ca6c982076695d4b7c558e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
fce75b0a142133f7bb655fc589a1f36e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
12e24f395c6b648483d378dd0b221656,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
33fe297690b4547865984d7d239bc3f1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c35b101ba2f5a702076d7339f343197f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7c904af59c213b82d06819fcb34ac52b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
961d0bcd17a183dfd90bb3f77244e2c8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
2d178377f7027b7a8a9db3875d08ff06,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
edbf645d2ef40c4e9e8db1b508ff95cc,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
87e78246820b532cd7477daab3b52ad9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
5295eab5a7ade92fab2b504cc676b53f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
77087c966bd1f46d43d2c4913475bc98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
e88984a9a09b188105bf500bc4b6bda7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ad17eaa82655233ea1606e45661d166a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
3f7f941c437d38cc154686e34e86e4a9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
70d55baf78e9ac4d0babeac5dcbae5c2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
28b3d2a672ca7e114b3d3e2e4aa3c5c8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d0b64119df78f148595e3576d261262f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
78c6ecae885d02288926aea45300a693,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1309846f5b941a46ce36f3bda867d462,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
013294676ede34c290a25d5da1d2540d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ee97e3196ca04100b73acd16a86ef529,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
322405d83254b4c4dffc32ad606ff5ba,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
bffd3cee1ca8ff8bbe57d359c4cccd43,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
7f71a9102b7be27af30bb1e9140c0d8f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
5c4c09551cc05c3321e83306a813ae09,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
e3437b082fe6e8d65e73c918468ca2a9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
e2e79f728a8d9caf86e88f262a4ac8a5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c216906d0b644392d4615887872c4931,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c5335e96bdc60641851942dd8c1dd18c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1d15d8c9ca920bebc17caa95aea0773c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
5bcf4947b71062edf4238db4fdf92292,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
98fcc7e4135d41152d2db711de5c1255,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
c3744b91cd2badca9e267cc2ede94bae,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ef6e11dd854f25783ea8da31c83c8362,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
fb43a438165144a397f7a80fb7e8a2de,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
611f9314c7cdae0cdc0388e575582aa0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
6c9442b0535d4c5dd2f064dd40ebb9b9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
9cf5702bf187548eee79a5db3fe2ce0d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
e074352bf54b43ed4e39e3fa11d8f642,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1e43466e326dd479e4db42bf55e0b363,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
15a1f315a52c9c0748a70ca4b4699c39,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
8ae3d182c3942e31aa7db3104ebde5fd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
f3327f82f7e5007205d31dd706c83708,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
65dbbdaceabf60131334d0d8104ad1e8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,g_Bacteroidales_unclassified
6a27b05a2fbe57f3374186ad69341c26,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
8091d8a3ec51337fab0efac4d51efc71,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
95ea4598f2333cefeea819c7fa9a28ab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
d366e3650fa9de5c4a2ffb5d4f29915c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
db711647f358d81c521f683761251f0a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
285c0725aabf5e7c7cac41372c1c09cd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
