ASV,Kingdom,Phylum,Class,Order,Family,Genus
77bb4c2d797f9423ae2d8fba7fceaac4,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Candidatus_Stoquefichus
47d2de83badf496eb3adaa005c1c76da,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Candidatus_Stoquefichus
7e5d348b758b39237219d52219b733f8,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
ef71b16d6da19b4558e5d02c51fe298a,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
00748717c9dfcb52d05b07d07a689a37,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
bee66e2ff5925e2194ed07a29f4f631b,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
4d539086e7a31168c562feef200f5d6c,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
d8e865195d4871efb59a5616673fd43e,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
9f62453996f08f98384e66982a15f132,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
923399b9bc2bc4853c22059e36459dbe,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridiaceae_unclassified
5812553fc571f05ebe041e6597ca87b7,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,g_Erysipelatoclostridiaceae
05a8cab093769ceb6ac3b3ce5efadf50,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
b2dbe95cb2c79cf22182ba3973383d81,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
32331da887a356e1fa106482c92a1616,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
aace38916bea9c570481627b73fd1d36,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
2ce1ff4bf2af3a846c4f11def1c589a3,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
cbf083ad6fb50ec3b372b8b54e604ab5,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
84faac9eb6e40ce855b39197c9bf2c11,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
e1d458d9677ddb9c02b9f4228278d0ad,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
4a2cc16df9f73f333da4672d33a51ecd,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
07e3f49571c57b2b66e2edf94fb902b1,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
61348002437d9ed7e682b388487aa2b9,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
57e8ccc67cc590f08cf5d1ce81d976fe,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
743eeca293bc1525a764012173f53dbc,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
d99735e23debcd6ecc0b80cf3df99b85,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
870f9fe4d1ea2f142902aa499e322179,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
9352e570a182123f48d92df829d0fcf0,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
71266f014a319bc8c3ee0fdcf6e41bf6,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
05609f0e818bcc035904410bb89e0ff6,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
594d3bc812811cf29fd9f914c6938071,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
1102bb8ecc4f64163aa055bb59827d93,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
d1ea850de533338deabd88019ed77f8d,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
192624b216308bbe7f3b09c7510f0d84,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Catenibacterium
6695396f5461c2a81ff54ee3d076e648,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
1aacbbe24d5037ee8717ee7bc615ae60,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
cf8f806aa6a5cf4c64810f2f7053917f,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
20951fa9aa5edb14b7daf9311e67fac8,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
9651590c1c258d78420c13ed6dc29f43,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
e51a94a14bb56fc745b10cf3a5eebc45,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
aa2170a67d31abb469bb536df7a3efaa,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
b074a4cb38644d0246baf6836e297734,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
6e47629694ff48fddb59ae13a6af30dc,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
4b92df24728a200dd0bdf03324b0cdac,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
4880937cd56d8ab5aa3e7d34ff1ac821,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
8147618534701ea62181553900c0af74,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
33d78abbe6f1212c1694f1b3f351508c,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella
e5dbeef42a6f1d8b3fc18dbfb365f9a0,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified
17bbaaf5b81fc805c41124fef8db3713,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelotrichaceae_UCG-003
4ab4b7e3271245dcb5cc5ce1848bfee3,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-010
f018bcd3890021153b7b2ebf0963916e,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
607dc935949e788dc875144889bbb7d0,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
228ffed24cb901297ce68305e2d29adc,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Solobacterium
a9208daafb3beae2ae2d82a1e26a0b93,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
17105fc8080a3dd4786d171dbc60fbab,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
871995beb8a1a79ca8ad61799f3870b2,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
b8056cee707476fec0c37479cf6fc469,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
b780cc27c7a27b0c3283f694d229f28e,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
0aad9b696291485413488a01b3731458,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
22fd49332984aa3e1cb9e897842c9fb9,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Allisonella
b41187b3ac6bd786110991e3bb575cc8,Bacteria,Firmicutes,Firmicutes_unclassified,o_Firmicutes_unclassified,f_Firmicutes_unclassified,g_Firmicutes_unclassified
515b09e91e6fd8ab719a93f0ae82507b,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
dc5e5a1b7d68bf027568e87fa26ccabd,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
7f86a3789eeb5b2838f69559851494c4,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
43b53833224efb6a3fdd1ef65f9a85cc,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
4af0c93bb8326eb1e2ff5edf45457c41,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
e159f27e81cea18012cb79bc271cf51d,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
763c02fdd2937846688ea922aa2c2bbd,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
fde140420baff253c3e6be886dd9dedd,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
d92cbdd0664d4a976b0060db508d9d36,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
87db87d9a52a29cfa34b0b3a9db18abe,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
cc1437df320b819039b7ce9d83b9044d,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
5809e6c3753a90f8928b7d8e1d2c1b31,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
78d30c8d7cd45986967776aab605bd3e,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
9ad96af37e76d0a665806d6b63dcec9b,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
77c2f11e9f36751376e7bdb354086355,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
0b4c14c4932f142591ef55a518f97832,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
521ae262eb8059ddbe27f2d86cc2078e,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
173e12ee747e5c68ae176ce81e263c04,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
3de4a97c72caba853709ff0546a57e59,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella
a8bd4acb6e8dc9e3f97d11b4968cf9ce,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
b41e0ad137c8e1ca085530219a562e74,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
a69ec083aed8ec836d29b2b95a6153d1,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
523c985983b7bf136b5972095ea09d24,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
e94c0dfa28f16cc0edab256cb04301b6,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
2c0306ecb1ff269b0573a17bf5cb5e2f,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
13d19d4260d64cdc8c3ae26f455cbb4e,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
cc6495b00ffbf83940b7f4151f3cd74d,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
5b5d123a601c3e905417664327a47f25,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
a5532ba9ce4a8c0a38377386b020afa7,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
99837fc33dd137d7586582f79768ee2d,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella
aaf176fbbc8ab0c77a933b6e3de2d65c,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
05ebb1bafcc445c8ae73d738233e2e1d,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
be5b10359dc3461132c7681ead09b8c3,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
7d57ffbdefac2e6e2e284b165532c235,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus
0a2a78401e17182f5ba471a31d09a788,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
c029034a0dce528873171116fcc65e02,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
881a490043fb063e602f9685ea2e31c0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
adcc9e413c95b476d14bd7058dd59845,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified
011101567866f82f01345b9b6d327d9e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_ventriosum_group
179c46442ce7c14826da8bbe9661e7d1,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NC2004_group
60e5b4d08971db00108e80f6df357637,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,g_[Eubacterium]_coprostanoligenes_group
0e358f5b74f0824cb13bd98cd4db002f,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
3641ca25def8ce7be6345a71e84c5c52,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NC2004_group
d475f3e7f5470d781560c7a72d164b04,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
92c120690c70b4c0709b44b362d39935,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
96dc5abb961270417f51228abd233d03,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NC2004_group
63c5fd07540df2fb6d7e415b11c0eded,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
24f05b123e348cf1795840f69b39132a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
18680daf07dbfb033061cf6ec8a3889b,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,f_Clostridia_vadinBB60_group,g_Clostridia_vadinBB60_group
49b8b8e4fe9dc7d566de9a3e8ba004f9,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified
34e0e0a4a2a7b10d9e99245eb3329956,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
021e8245cd4fbf603447ca28dc9a1aaf,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
fe8916870f74aa5749f2767d78e62885,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
f49914c885199c825b5e3d35d84e906f,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
dcc43a4f8df81eada6e4a755fce1300e,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
622a96aaeca08ff9d9ae0ad3d55a1a2c,Bacteria,Bacteria_unclassified,c_Bacteria_unclassified,o_Bacteria_unclassified,f_Bacteria_unclassified,g_Bacteria_unclassified
63d51a63cfd2a1561d053a774f8fe362,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
2609527578f42a26e3b635d628707392,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
49621e6b76cdae81db1a28b68fd13fc8,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-011,g_UCG-011
b0ba561c332162e79ffee38201538137,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
f65f371c8b20e63c873d02126ae0b638,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
401e3693b5fdd981caa7a6f2d52d11c2,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
a4fdcba4df85b16e85c23023ebfa4e14,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
9a10ba06e1767d882fd528eccae7e92b,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
e9690899dae821f67d749ba433387bdf,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-011,g_UCG-011
fbd792f7d38195bc453ce97dcce67103,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-011,g_UCG-011
edbf4c883746e08d9308f0d102b28756,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
3d53cd2b3ae041cc3b9a18f4e3299a67,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
4799e9fc2f1ccaf82209498d00962a78,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-011,g_UCG-011
3350b82694070dd1e084b4ce9412b54f,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
14a8acbabad5f056ca16ae2b25a9319b,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-011,g_UCG-011
98c349a49e02163ad3d2425172bdca1c,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group
bbe9389aab0cc1ac1ddd8fa5fe92c954,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
fd72cee2fc00fd5628f9a74c69cb2252,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
d560b6e82600400e88add839ad58f5d7,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
778e88a45fd83a1ffd88a5b617eb88b0,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
0740a40fab8622abb01ed68715cdd2ea,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
d73f6c9cbc3a0302935d5cec0da0ed8e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
30357424556137e53d5ff020843ee0b6,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-010
1eab1199187c7791078c218df22f42f3,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-010
23240a97e70cf172349a15d96e20d9b7,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
403311a30c02922ec103ca08b4af6fd4,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
a1cd51795ac2ede382c12aae03737f97,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
62229f9c8eee95b4ca775f47413dbd6f,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
35f581afa47a4bd8a347c0c9634a4114,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
ad9474f3665be3b22922824575f62ad2,Bacteria,Firmicutes,Firmicutes_unclassified,o_Firmicutes_unclassified,f_Firmicutes_unclassified,g_Firmicutes_unclassified
c0b628b0c7d74b4fd69fcd0a68669210,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
d7aeca4431d07a1fabb91ca4b01c8f19,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
c2a0a880b53e7f50754bf226570dacd7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
af98d032141bd4644c8786960a36b0ff,Bacteria,Firmicutes,Firmicutes_unclassified,o_Firmicutes_unclassified,f_Firmicutes_unclassified,g_Firmicutes_unclassified
69f8782b670e84864e4fa8efa50e5f8a,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
9d83f5aa584ae88e4255c141dcaa21c3,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
fce7c1ffc9641bf87a6a4ba481a37183,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
0f53a1c8f0b1e49ed1e94678e0d952d1,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
cc85a9569b6afa83dc49fccc34ae461b,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
f661ddfb3b7f77739ce3741df4ab0c6d,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
e2f7fbf75f2326d8ad9f5e70babde54d,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
1a4219b295d44a65e0c7268ca49a9899,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
4db4f1abf4512e9da9ada163514ee13f,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
24c8f167d1ece8efdd45d003628169c5,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
4aa4a1c8a819e8bde54523bf838cdff3,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
6e593ebcea45faa88f52eb2a0697ba9e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
77ef6ccadce35bb70d55d2379fde76dd,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
247d8fcce4bbb2c89eaba33541979a9b,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
de281f2588584f0509ad21a5c7853b7c,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
ddb82d7ae29ebdc9a04b776c5524f790,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NC2004_group
f80fb28fe493044d9e60c5c34ce5bb53,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
d8e964e374104c87650b9384aa841c19,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
df60fb50ce03a4e4c2dbffcd3d874917,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
22b3b030bf64f01c2a8802c013a07cb9,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NC2004_group
e824d6e0918d15707882f834586f2347,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
297a5b453c828cb4b61a0fa695ab37a1,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcaceae_unclassified
fc8e6ef69319dd3832c8a49aa43cb26e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
dcff0648c42d7967248221795e28043e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
e584e3989d78d24215c23bae986583a6,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_unclassified
a0312054959dca069916d31494cf695a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcaceae_unclassified
dd727f06e6df40388167cb60dd319583,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
10d9ca10e5d048be0c90dbf3b4feb0e1,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
0830f300e7e81148bf10a7eede82b12d,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
8b7fce49f5ccd10a5bfac1b8ac8d8626,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
d9d78a3e83ae945bda4fc709d7c7ef1b,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
a157ac87d15f2689bcf45429f3c12a84,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
360025d2765cbf84dbac0bf158a7b305,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
4c1ba1ca6991f24a64dabd9afaf3744d,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
1befe5edf814bcc7f423ad1c0e525241,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group
65167f33b05b28c24cb8b8e6b20c2af1,Bacteria,Firmicutes,Clostridia,Clostridia_unclassified,f_Clostridia_unclassified,g_Clostridia_unclassified
cc28c4e6366901eb6fd8cd1920106133,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila
